InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,LineValue,IsCancellation,IsReturn,IsGiveaway,InvoiceYear,InvoiceMonth,InvoiceDay,InvoiceHour,InvoiceWeekday,InvoiceQuarter,Quantity_scaled,UnitPrice_scaled,LineValue_scaled
489436,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2009-12-01 09:06:00,1.69,13078.0,United Kingdom,27.04,False,False,False,2009,12,1,9,1,4,0.11246691145011313,-0.031115998508127372,0.06481971822797761
489436,22119,PEACE WOODEN BLOCK LETTERS,3,2009-12-01 09:06:00,6.95,13078.0,United Kingdom,20.85,False,False,False,2009,12,1,9,1,4,-0.10778520054635643,0.012949556295038491,0.0192044534377505
489436,22142,CHRISTMAS CRAFT WHITE FAIRY,12,2009-12-01 09:06:00,1.45,13078.0,United Kingdom,17.4,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.03312659416454559,-0.006219240185235558
489436,22296,HEART IVORY TRELLIS LARGE,12,2009-12-01 09:06:00,1.65,13078.0,United Kingdom,19.8,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.03145109778419708,0.011466807552493874
489436,22295,HEART FILIGREE DOVE LARGE,12,2009-12-01 09:06:00,1.65,13078.0,United Kingdom,19.8,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.03145109778419708,0.011466807552493874
489436,22109,FULL ENGLISH BREAKFAST PLATE,16,2009-12-01 09:06:00,3.39,13078.0,United Kingdom,54.24,False,False,False,2009,12,1,9,1,4,0.11246691145011313,-0.01687427927516502,0.265261592588911
489436,22107,PIZZA PLATE IN BOX,4,2009-12-01 09:06:00,3.75,13078.0,United Kingdom,15.0,False,False,False,2009,12,1,9,1,4,-0.09084273039278185,-0.013858385790537702,-0.023905287922964966
489436,22194,BLACK DINER WALL CLOCK,2,2009-12-01 09:06:00,8.5,13078.0,United Kingdom,17.0,False,False,False,2009,12,1,9,1,4,-0.12472767069993101,0.025934653242739455,-0.00916691480819045
489436,35004B,SET OF 3 BLACK FLYING DUCKS,12,2009-12-01 09:06:00,4.65,13078.0,United Kingdom,55.8,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.0063186520789693945,0.2767575236184351
489436,82582,AREA PATROLLED METAL SIGN,12,2009-12-01 09:06:00,2.1,13078.0,United Kingdom,25.2,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.027681230928412924,0.05126041496238505
489436,21181,PLEASE ONE PERSON METAL SIGN,12,2009-12-01 09:06:00,2.1,13078.0,United Kingdom,25.2,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.027681230928412924,0.05126041496238505
489436,21756,BATH BUILDING BLOCK WORD,3,2009-12-01 09:06:00,5.95,13078.0,United Kingdom,17.85,False,False,False,2009,12,1,9,1,4,-0.10778520054635643,0.004572074393295931,-0.0029031062344112716
489436,21333,CLASSIC WHITE FRAME,6,2009-12-01 09:06:00,2.95,13078.0,United Kingdom,17.7,False,False,False,2009,12,1,9,1,4,-0.05695779008563269,-0.02056037131193175,-0.004008484218019376
489436,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2009-12-01 09:06:00,1.25,13078.0,United Kingdom,10.0,False,False,False,2009,12,1,9,1,4,-0.023072849778483524,-0.0348020905448941,-0.06075122070990125
489436,84596L,BISCUITS SMALL BOWL LIGHT BLUE,8,2009-12-01 09:06:00,1.25,13078.0,United Kingdom,10.0,False,False,False,2009,12,1,9,1,4,-0.023072849778483524,-0.0348020905448941,-0.06075122070990125
489436,22111,SCOTTIE DOG HOT WATER BOTTLE,24,2009-12-01 09:06:00,4.25,13078.0,United Kingdom,102.0,False,False,False,2009,12,1,9,1,4,0.2480066726787098,-0.009669644839666421,0.6172139425697264
489437,22143,CHRISTMAS CRAFT HEART DECORATIONS,6,2009-12-01 09:08:00,2.1,15362.0,United Kingdom,12.6,False,False,False,2009,12,1,9,1,4,-0.05695779008563269,-0.027681230928412924,-0.04159133566069438
489437,22145,CHRISTMAS CRAFT HEART STOCKING,6,2009-12-01 09:08:00,2.1,15362.0,United Kingdom,12.6,False,False,False,2009,12,1,9,1,4,-0.05695779008563269,-0.027681230928412924,-0.04159133566069438
489437,22130,PARTY CONE CHRISTMAS DECORATION,12,2009-12-01 09:08:00,0.85,15362.0,United Kingdom,10.2,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.038153083305591126,-0.059277383398423804
489437,21364,PEACE SMALL WOOD LETTERS,2,2009-12-01 09:08:00,6.75,15362.0,United Kingdom,13.5,False,False,False,2009,12,1,9,1,4,-0.12472767069993101,0.011274059914689978,-0.03495906775904585
489437,21360,JOY LARGE WOOD LETTERS,1,2009-12-01 09:08:00,9.95,15362.0,United Kingdom,9.95,False,False,False,2009,12,1,9,1,4,-0.1416701408535056,0.03808200200026616,-0.061119680037770616
489437,21351,CINAMMON & ORANGE WREATH,2,2009-12-01 09:08:00,6.75,15362.0,United Kingdom,13.5,False,False,False,2009,12,1,9,1,4,-0.12472767069993101,0.011274059914689978,-0.03495906775904585
489437,21352,EUCALYPTUS & PINECONE WREATH,2,2009-12-01 09:08:00,6.75,15362.0,United Kingdom,13.5,False,False,False,2009,12,1,9,1,4,-0.12472767069993101,0.011274059914689978,-0.03495906775904585
489437,35400,WOODEN BOX ADVENT CALENDAR,2,2009-12-01 09:08:00,8.95,15362.0,United Kingdom,17.9,False,False,False,2009,12,1,9,1,4,-0.12472767069993101,0.0297045200985236,-0.0025346469065419294
489437,20695,FLORAL BLUE MONSTER,3,2009-12-01 09:08:00,4.25,15362.0,United Kingdom,12.75,False,False,False,2009,12,1,9,1,4,-0.10778520054635643,-0.009669644839666421,-0.04048595767708629
489437,37370,RETRO COFFEE MUGS ASSORTED,12,2009-12-01 09:08:00,1.25,15362.0,United Kingdom,15.0,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.0348020905448941,-0.023905287922964966
489437,10002,INFLATABLE POLITICAL GLOBE,12,2009-12-01 09:08:00,0.85,15362.0,United Kingdom,10.2,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.038153083305591126,-0.059277383398423804
489437,84507B,STRIPES DESIGN MONKEY DOLL,6,2009-12-01 09:08:00,2.55,15362.0,United Kingdom,15.3,False,False,False,2009,12,1,9,1,4,-0.05695779008563269,-0.023911364072628775,-0.021694531955748782
489437,20703,BLUE PADDED SOFT MOBILE,3,2009-12-01 09:08:00,4.25,15362.0,United Kingdom,12.75,False,False,False,2009,12,1,9,1,4,-0.10778520054635643,-0.009669644839666421,-0.04048595767708629
489437,21987,PACK OF 6 SKULL PAPER CUPS,12,2009-12-01 09:08:00,0.65,15362.0,United Kingdom,7.8,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.039828579685939634,-0.07696343113615321
489437,21989,PACK OF 20 SKULL PAPER NAPKINS,12,2009-12-01 09:08:00,0.85,15362.0,United Kingdom,10.2,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.038153083305591126,-0.059277383398423804
489437,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2009-12-01 09:08:00,0.85,15362.0,United Kingdom,10.2,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.038153083305591126,-0.059277383398423804
489437,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2009-12-01 09:08:00,1.25,15362.0,United Kingdom,15.0,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.0348020905448941,-0.023905287922964966
489437,22271,FELTCRAFT DOLL ROSIE,6,2009-12-01 09:08:00,2.95,15362.0,United Kingdom,17.7,False,False,False,2009,12,1,9,1,4,-0.05695779008563269,-0.02056037131193175,-0.004008484218019376
489437,22272,FELTCRAFT DOLL MARIA,6,2009-12-01 09:08:00,2.95,15362.0,United Kingdom,17.7,False,False,False,2009,12,1,9,1,4,-0.05695779008563269,-0.02056037131193175,-0.004008484218019376
489437,22274,FELTCRAFT DOLL EMILY,6,2009-12-01 09:08:00,2.95,15362.0,United Kingdom,17.7,False,False,False,2009,12,1,9,1,4,-0.05695779008563269,-0.02056037131193175,-0.004008484218019376
489437,21912,VINTAGE SNAKES & LADDERS,4,2009-12-01 09:08:00,3.75,15362.0,United Kingdom,15.0,False,False,False,2009,12,1,9,1,4,-0.09084273039278185,-0.013858385790537702,-0.023905287922964966
489437,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2009-12-01 09:08:00,4.95,15362.0,United Kingdom,14.85,False,False,False,2009,12,1,9,1,4,-0.10778520054635643,-0.0038054075084466284,-0.025010665906573058
489437,22112,CHOCOLATE HOT WATER BOTTLE,3,2009-12-01 09:08:00,4.95,15362.0,United Kingdom,14.85,False,False,False,2009,12,1,9,1,4,-0.10778520054635643,-0.0038054075084466284,-0.025010665906573058
489438,21329,DINOSAURS WRITING SET,28,2009-12-01 09:24:00,0.98,18102.0,United Kingdom,27.44,False,False,False,2009,12,1,9,1,4,0.31577655329300813,-0.037064010658364586,0.06776739285093253
489438,21252,SET OF MEADOW FLOWER STICKERS,30,2009-12-01 09:24:00,1.69,18102.0,United Kingdom,50.7,False,False,False,2009,12,1,9,1,4,0.34966149360015725,-0.031115998508127372,0.2391746721757601
489438,21100,CHARLIE AND LOLA CHARLOTTE BAG,30,2009-12-01 09:24:00,1.15,18102.0,United Kingdom,34.5,False,False,False,2009,12,1,9,1,4,0.34966149360015725,-0.035639838735068353,0.11979384994608655
489438,21033,JUMBO BAG CHARLIE AND LOLA TOYS,30,2009-12-01 09:24:00,2.0,18102.0,United Kingdom,60.0,False,False,False,2009,12,1,9,1,4,0.34966149360015725,-0.02851897911858718,0.30770810715946156
489438,20711,JUMBO BAG TOYS,60,2009-12-01 09:24:00,1.3,18102.0,United Kingdom,78.0,False,False,False,2009,12,1,9,1,4,0.8579355982073947,-0.03438321644980697,0.44035346519243224
489438,21410,COUNTRY COTTAGE DOORSTOP GREEN,32,2009-12-01 09:24:00,2.5,18102.0,United Kingdom,80.0,False,False,False,2009,12,1,9,1,4,0.3835464339073064,-0.0243302381677159,0.45509183830720673
489438,21411,GINGHAM HEART DOORSTOP RED,32,2009-12-01 09:24:00,2.5,18102.0,United Kingdom,80.0,False,False,False,2009,12,1,9,1,4,0.3835464339073064,-0.0243302381677159,0.45509183830720673
489438,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,56,2009-12-01 09:24:00,3.0,18102.0,United Kingdom,168.0,False,False,False,2009,12,1,9,1,4,0.7901657175930964,-0.02014149721684462,1.1035802553572853
489438,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,56,2009-12-01 09:24:00,3.0,18102.0,United Kingdom,168.0,False,False,False,2009,12,1,9,1,4,0.7901657175930964,-0.02014149721684462,1.1035802553572853
489438,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,60,2009-12-01 09:24:00,1.9,18102.0,United Kingdom,114.0,False,False,False,2009,12,1,9,1,4,0.8579355982073947,-0.029356727308761436,0.7056441812583735
489438,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,56,2009-12-01 09:24:00,1.9,18102.0,United Kingdom,106.4,False,False,False,2009,12,1,9,1,4,0.7901657175930964,-0.029356727308761436,0.6496383634222304
489438,84519A,TOMATO CHARLIE+LOLA COASTER SET,56,2009-12-01 09:24:00,2.15,18102.0,United Kingdom,120.4,False,False,False,2009,12,1,9,1,4,0.7901657175930964,-0.0272623568333258,0.752806975225652
489438,84519B,CARROT CHARLIE+LOLA COASTER SET,60,2009-12-01 09:24:00,2.4,18102.0,United Kingdom,144.0,False,False,False,2009,12,1,9,1,4,0.8579355982073947,-0.02516798635789016,0.9267197779799912
489438,85132A,CHARLIE + LOLA BISCUITS TINS,60,2009-12-01 09:24:00,6.38,18102.0,United Kingdom,382.8,False,False,False,2009,12,1,9,1,4,0.8579355982073947,0.00817439161104523,2.6864815278840686
489438,85132C,CHARLIE AND LOLA FIGURES TINS,60,2009-12-01 09:24:00,6.4,18102.0,United Kingdom,384.0,False,False,False,2009,12,1,9,1,4,0.8579355982073947,0.008341941249080085,2.695324551752933
489438,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,60,2009-12-01 09:24:00,2.4,18102.0,United Kingdom,144.0,False,False,False,2009,12,1,9,1,4,0.8579355982073947,-0.02516798635789016,0.9267197779799912
489438,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,60,2009-12-01 09:24:00,2.4,18102.0,United Kingdom,144.0,False,False,False,2009,12,1,9,1,4,0.8579355982073947,-0.02516798635789016,0.9267197779799912
489439,22065,CHRISTMAS PUDDING TRINKET POT,12,2009-12-01 09:28:00,1.45,12682.0,France,17.4,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.03312659416454559,-0.006219240185235558
489439,22138,BAKING SET 9 PIECE RETROSPOT,9,2009-12-01 09:28:00,4.95,12682.0,France,44.55,False,False,False,2009,12,1,9,1,4,-0.006130379624908942,-0.0038054075084466284,0.19385417484782846
489439,22139,RETRO SPOT TEA SET CERAMIC 11 PC,9,2009-12-01 09:28:00,4.95,12682.0,France,44.55,False,False,False,2009,12,1,9,1,4,-0.006130379624908942,-0.0038054075084466284,0.19385417484782846
489439,22352,LUNCHBOX WITH CUTLERY RETROSPOT,12,2009-12-01 09:28:00,2.55,12682.0,France,30.6,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.023911364072628775,0.09105402237227626
489439,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,3,2009-12-01 09:28:00,5.95,12682.0,France,17.85,False,False,False,2009,12,1,9,1,4,-0.10778520054635643,0.004572074393295931,-0.0029031062344112716
489439,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,3,2009-12-01 09:28:00,5.95,12682.0,France,17.85,False,False,False,2009,12,1,9,1,4,-0.10778520054635643,0.004572074393295931,-0.0029031062344112716
489439,16161P,WRAP ENGLISH ROSE,25,2009-12-01 09:28:00,0.42,12682.0,France,10.5,False,False,False,2009,12,1,9,1,4,0.2649491428322844,-0.041755400523340425,-0.05706662743120762
489439,16169N,WRAP BLUE RUSSIAN FOLKART,25,2009-12-01 09:28:00,0.42,12682.0,France,10.5,False,False,False,2009,12,1,9,1,4,0.2649491428322844,-0.041755400523340425,-0.05706662743120762
489439,21491,SET OF THREE VINTAGE GIFT WRAPS,6,2009-12-01 09:28:00,1.95,12682.0,France,11.7,False,False,False,2009,12,1,9,1,4,-0.05695779008563269,-0.028937853213674307,-0.04822360356234292
489439,22333,RETRO SPORT PARTY BAG + STICKER SET,8,2009-12-01 09:28:00,1.65,12682.0,France,13.2,False,False,False,2009,12,1,9,1,4,-0.023072849778483524,-0.03145109778419708,-0.037169823726262034
489439,85216,ASSORTED CAKES FRIDGE MAGNETS,12,2009-12-01 09:28:00,0.65,12682.0,France,7.8,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.039828579685939634,-0.07696343113615321
489439,21493,VINTAGE DESIGN GIFT TAGS,12,2009-12-01 09:28:00,0.85,12682.0,France,10.2,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.038153083305591126,-0.059277383398423804
489439,22130,PARTY CONE CHRISTMAS DECORATION,24,2009-12-01 09:28:00,0.85,12682.0,France,20.4,False,False,False,2009,12,1,9,1,4,0.2480066726787098,-0.038153083305591126,0.015888319486926213
489439,22064,PINK DOUGHNUT TRINKET POT,12,2009-12-01 09:28:00,1.65,12682.0,France,19.8,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.03145109778419708,0.011466807552493874
489439,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2009-12-01 09:28:00,1.65,12682.0,France,39.6,False,False,False,2009,12,1,9,1,4,0.2480066726787098,-0.03145109778419708,0.15737670138876156
489439,85232B,SET/3 RUSSIAN DOLL STACKING TINS,6,2009-12-01 09:28:00,4.95,12682.0,France,29.7,False,False,False,2009,12,1,9,1,4,-0.05695779008563269,-0.0038054075084466284,0.0844217544706277
489439,84691,PACK 20 DOLLY PEGS,12,2009-12-01 09:28:00,0.85,12682.0,France,10.2,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.038153083305591126,-0.059277383398423804
489439,20749,ASSORTED COLOUR MINI CASES,2,2009-12-01 09:28:00,7.95,12682.0,France,15.9,False,False,False,2009,12,1,9,1,4,-0.12472767069993101,0.02132703819678105,-0.01727302002131643
489439,POST,POSTAGE,3,2009-12-01 09:28:00,18.0,12682.0,France,54.0,False,False,False,2009,12,1,9,1,4,-0.10778520054635643,0.10552073130929376,0.263492987815138
489440,22350,CAT BOWL,8,2009-12-01 09:43:00,2.55,18087.0,United Kingdom,20.4,False,False,False,2009,12,1,9,1,4,-0.023072849778483524,-0.023911364072628775,0.015888319486926213
489440,22349,"DOG BOWL , CHASING BALL DESIGN",8,2009-12-01 09:43:00,3.75,18087.0,United Kingdom,30.0,False,False,False,2009,12,1,9,1,4,-0.023072849778483524,-0.013858385790537702,0.0866325104378439
489441,22321,BIRD DECORATION RED SPOT,12,2009-12-01 09:44:00,0.72,18087.0,United Kingdom,8.64,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.03924215595281766,-0.07077331442794792
489441,22138,BAKING SET 9 PIECE RETROSPOT,6,2009-12-01 09:44:00,4.25,18087.0,United Kingdom,25.5,False,False,False,2009,12,1,9,1,4,-0.05695779008563269,-0.009669644839666421,0.053471170929601235
489441,84029E,RED WOOLLY HOTTIE WHITE HEART.,36,2009-12-01 09:44:00,2.95,18087.0,United Kingdom,106.2,False,False,False,2009,12,1,9,1,4,0.45131631452160476,-0.02056037131193175,0.6481645261107529
489441,22111,SCOTTIE DOG HOT WATER BOTTLE,48,2009-12-01 09:44:00,4.25,18087.0,United Kingdom,204.0,False,False,False,2009,12,1,9,1,4,0.6546259563644997,-0.009669644839666421,1.3688709714232266
489442,21955,UNION JACK GUNS & ROSES DOORMAT,2,2009-12-01 09:46:00,6.75,13635.0,United Kingdom,13.5,False,False,False,2009,12,1,9,1,4,-0.12472767069993101,0.011274059914689978,-0.03495906775904585
489442,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2009-12-01 09:46:00,4.95,13635.0,United Kingdom,14.85,False,False,False,2009,12,1,9,1,4,-0.10778520054635643,-0.0038054075084466284,-0.025010665906573058
489442,22296,HEART IVORY TRELLIS LARGE,12,2009-12-01 09:46:00,1.65,13635.0,United Kingdom,19.8,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.03145109778419708,0.011466807552493874
489442,84899E,YELLOW + BROWN BEAR FELT PURSE KIT,12,2009-12-01 09:46:00,1.25,13635.0,United Kingdom,15.0,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.0348020905448941,-0.023905287922964966
489442,22271,FELTCRAFT DOLL ROSIE,6,2009-12-01 09:46:00,2.95,13635.0,United Kingdom,17.7,False,False,False,2009,12,1,9,1,4,-0.05695779008563269,-0.02056037131193175,-0.004008484218019376
489442,22272,FELTCRAFT DOLL MARIA,6,2009-12-01 09:46:00,2.95,13635.0,United Kingdom,17.7,False,False,False,2009,12,1,9,1,4,-0.05695779008563269,-0.02056037131193175,-0.004008484218019376
489442,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2009-12-01 09:46:00,2.95,13635.0,United Kingdom,17.7,False,False,False,2009,12,1,9,1,4,-0.05695779008563269,-0.02056037131193175,-0.004008484218019376
489442,21582,KINGS CHOICE SMALL TUBE MATCHES,20,2009-12-01 09:46:00,1.65,13635.0,United Kingdom,33.0,False,False,False,2009,12,1,9,1,4,0.18023679206441146,-0.03145109778419708,0.10874007011000567
489442,21586,KINGS CHOICE GIANT TUBE MATCHES,12,2009-12-01 09:46:00,2.55,13635.0,United Kingdom,30.6,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.023911364072628775,0.09105402237227626
489442,21590,KINGS CHOICE CIGAR BOX MATCHES,48,2009-12-01 09:46:00,1.25,13635.0,United Kingdom,60.0,False,False,False,2009,12,1,9,1,4,0.6546259563644997,-0.0348020905448941,0.30770810715946156
489442,22091,EMPIRE TISSUE BOX,12,2009-12-01 09:46:00,1.25,13635.0,United Kingdom,15.0,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.0348020905448941,-0.023905287922964966
489442,84251J,"GREETING CARD, THE BLACK CAT",12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,5.04,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.041755400523340425,-0.09730238603454205
489442,22024,RAINY LADIES BIRTHDAY CARD,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,5.04,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.041755400523340425,-0.09730238603454205
489442,22026,BANQUET BIRTHDAY CARD,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,5.04,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.041755400523340425,-0.09730238603454205
489442,22029,SPACE BOY BIRTHDAY CARD,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,5.04,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.041755400523340425,-0.09730238603454205
489442,22025,RING OF ROSES BIRTHDAY CARD,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,5.04,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.041755400523340425,-0.09730238603454205
489442,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,5.04,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.041755400523340425,-0.09730238603454205
489442,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,4,2009-12-01 09:46:00,4.25,13635.0,United Kingdom,17.0,False,False,False,2009,12,1,9,1,4,-0.09084273039278185,-0.009669644839666421,-0.00916691480819045
489442,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2009-12-01 09:46:00,3.75,13635.0,United Kingdom,15.0,False,False,False,2009,12,1,9,1,4,-0.09084273039278185,-0.013858385790537702,-0.023905287922964966
489442,21916,SET 12 RETRO WHITE CHALK STICKS,24,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,10.08,False,False,False,2009,12,1,9,1,4,0.2480066726787098,-0.041755400523340425,-0.06016168578531027
489442,21790,VINTAGE SNAP CARDS,12,2009-12-01 09:46:00,0.85,13635.0,United Kingdom,10.2,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.038153083305591126,-0.059277383398423804
489442,21888,BINGO SET,8,2009-12-01 09:46:00,3.75,13635.0,United Kingdom,30.0,False,False,False,2009,12,1,9,1,4,-0.023072849778483524,-0.013858385790537702,0.0866325104378439
489442,85178,VICTORIAN SEWING KIT,12,2009-12-01 09:46:00,1.25,13635.0,United Kingdom,15.0,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.0348020905448941,-0.023905287922964966
489443,20754,RETRO RED SPOTTY WASHING UP GLOVES,6,2009-12-01 09:50:00,2.1,14110.0,United Kingdom,12.6,False,False,False,2009,12,1,9,1,4,-0.05695779008563269,-0.027681230928412924,-0.04159133566069438
489443,21035,SET/2 RED SPOTTY TEA TOWELS,12,2009-12-01 09:50:00,2.95,14110.0,United Kingdom,35.4,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.02056037131193175,0.12642611784773508
489443,22041,"RECORD FRAME 7"" SINGLE SIZE",48,2009-12-01 09:50:00,2.1,14110.0,United Kingdom,100.8,False,False,False,2009,12,1,9,1,4,0.6546259563644997,-0.027681230928412924,0.6083709187008617
489443,82001S,VINYL RECORD FRAME SILVER,24,2009-12-01 09:50:00,3.39,14110.0,United Kingdom,81.36,False,False,False,2009,12,1,9,1,4,0.2480066726787098,-0.01687427927516502,0.4651139320252534
489443,82580,BATHROOM METAL SIGN,12,2009-12-01 09:50:00,0.55,14110.0,United Kingdom,6.6,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.04066632787611389,-0.08580645500501793
489443,85150,LADIES & GENTLEMEN METAL SIGN,12,2009-12-01 09:50:00,2.55,14110.0,United Kingdom,30.6,False,False,False,2009,12,1,9,1,4,0.044697030835814805,-0.023911364072628775,0.09105402237227626
489443,21041,RED SPOTTY OVEN GLOVE DOUBLE,6,2009-12-01 09:50:00,2.95,14110.0,United Kingdom,17.7,False,False,False,2009,12,1,9,1,4,-0.05695779008563269,-0.02056037131193175,-0.004008484218019376
